V (m/s),FnL,FnV,RT (N),PE (kW),CT (·10³),CP (·10³),CF (·10³),τ (°),s (mm)
6.757,0.881,2.736,388.4,2.624,3.994,1.381,2.614,1.798,-15.42
6.767,0.883,2.741,389.3,2.635,3.992,1.379,2.613,1.802,-15.38
6.777,0.884,2.745,390.5,2.646,3.993,1.381,2.611,1.802,-15.23
6.787,0.885,2.749,391.2,2.655,3.988,1.379,2.609,1.804,-15.08
6.797,0.887,2.753,392.1,2.665,3.985,1.378,2.608,1.803,-14.90
6.807,0.888,2.757,393.6,2.679,3.988,1.382,2.606,1.802,-14.70
6.817,0.889,2.761,394.2,2.687,3.983,1.378,2.606,1.797,-14.55
6.827,0.890,2.765,393.6,2.687,3.966,1.364,2.601,1.796,-14.35
6.837,0.892,2.769,394.3,2.696,3.961,1.361,2.600,1.793,-14.35
6.847,0.893,2.773,392.9,2.690,3.935,1.339,2.596,1.790,-14.22
6.857,0.894,2.777,393.8,2.700,3.932,1.338,2.595,1.785,-14.06
6.867,0.896,2.781,394.4,2.708,3.927,1.334,2.593,1.786,-13.90
6.877,0.897,2.785,395.6,2.720,3.927,1.328,2.599,1.779,-13.79
6.887,0.898,2.789,396.3,2.730,3.924,1.325,2.598,1.774,-13.70
6.897,0.900,2.793,396.0,2.731,3.908,1.315,2.593,1.772,-13.46
6.907,0.901,2.797,397.8,2.747,3.915,1.321,2.594,1.780,-13.66
6.917,0.902,2.801,398.7,2.758,3.913,1.320,2.593,1.774,-13.44
6.927,0.904,2.805,397.9,2.756,3.894,1.305,2.588,1.772,-13.35
6.937,0.905,2.809,398.8,2.766,3.891,1.301,2.590,1.763,-13.32
6.947,0.906,2.814,399.7,2.777,3.889,1.301,2.588,1.753,-13.10
6.957,0.907,2.818,400.5,2.786,3.886,1.297,2.588,1.753,-13.26
6.967,0.909,2.822,401.5,2.798,3.884,1.297,2.587,1.754,-13.13
6.977,0.910,2.826,402.0,2.805,3.878,1.292,2.586,1.750,-12.97
6.987,0.911,2.830,402.3,2.811,3.869,1.285,2.584,1.743,-12.77
6.997,0.913,2.834,403.0,2.820,3.865,1.281,2.584,1.736,-12.82
7.007,0.914,2.838,401.4,2.813,3.839,1.265,2.574,1.733,-12.53
7.017,0.915,2.842,402.6,2.825,3.839,1.268,2.571,1.731,-12.37
7.027,0.917,2.846,403.7,2.837,3.839,1.267,2.572,1.749,-12.53
7.037,0.918,2.850,404.3,2.845,3.833,1.263,2.570,1.741,-12.37
7.047,0.919,2.854,405.2,2.855,3.831,1.261,2.570,1.741,-12.38
7.057,0.921,2.858,406.1,2.866,3.829,1.260,2.569,1.743,-12.33
7.067,0.922,2.862,406.9,2.876,3.826,1.260,2.566,1.740,-12.07
7.077,0.923,2.866,407.7,2.885,3.822,1.259,2.563,1.740,-11.92
7.087,0.924,2.870,408.6,2.896,3.819,1.258,2.562,1.734,-11.80
7.097,0.926,2.874,408.6,2.900,3.809,1.251,2.558,1.735,-11.64
7.107,0.927,2.878,409.4,2.910,3.805,1.249,2.557,1.729,-11.49
7.117,0.928,2.882,410.3,2.920,3.803,1.247,2.556,1.727,-11.35
7.127,0.930,2.886,410.6,2.926,3.795,1.242,2.553,1.724,-11.11
7.137,0.931,2.891,411.4,2.936,3.792,1.238,2.554,1.721,-11.21
7.147,0.932,2.895,412.2,2.946,3.788,1.235,2.553,1.715,-11.17
7.157,0.934,2.899,412.8,2.955,3.784,1.233,2.551,1.711,-10.99
7.167,0.935,2.903,413.9,2.967,3.783,1.234,2.549,1.708,-10.88
7.177,0.936,2.907,414.4,2.974,3.777,1.229,2.548,1.700,-10.70
7.187,0.937,2.911,415.1,2.984,3.773,1.228,2.546,1.692,-10.58
7.197,0.939,2.915,415.1,2.988,3.763,1.220,2.542,1.688,-10.33
7.207,0.940,2.919,416.2,2.999,3.762,1.221,2.541,1.685,-10.20
7.217,0.941,2.923,417.1,3.011,3.760,1.220,2.541,1.689,-10.18
7.227,0.943,2.927,417.8,3.019,3.756,1.216,2.539,1.687,-10.05
7.237,0.944,2.931,418.7,3.031,3.754,1.217,2.537,1.681,-9.779
7.247,0.945,2.935,418.9,3.036,3.745,1.209,2.535,1.674,-9.654
7.257,0.947,2.939,419.2,3.042,3.737,1.204,2.533,1.669,-9.503
7.267,0.948,2.943,415.7,3.021,3.696,1.178,2.518,1.667,-9.322
7.277,0.949,2.947,416.4,3.031,3.692,1.174,2.518,1.655,-9.296
7.287,0.951,2.951,416.9,3.038,3.686,1.169,2.517,1.650,-9.190
7.297,0.952,2.955,417.3,3.045,3.679,1.163,2.516,1.644,-9.076
7.307,0.953,2.959,423.1,3.091,3.720,1.189,2.531,1.661,-9.655
7.317,0.954,2.964,419.9,3.072,3.682,1.166,2.516,1.654,-9.422
7.327,0.956,2.968,420.7,3.083,3.679,1.164,2.515,1.651,-9.248
7.337,0.957,2.972,421.2,3.091,3.674,1.160,2.514,1.647,-8.991
7.347,0.958,2.976,421.7,3.099,3.668,1.156,2.512,1.646,-8.891
7.357,0.960,2.980,422.5,3.109,3.665,1.153,2.511,1.643,-8.731
7.367,0.961,2.984,423.3,3.118,3.661,1.151,2.511,1.635,-8.701
7.377,0.962,2.988,424.3,3.130,3.660,1.151,2.509,1.632,-8.421
7.387,0.964,2.992,426.8,3.153,3.672,1.165,2.507,1.620,-8.323
7.397,0.965,2.996,427.4,3.161,3.667,1.161,2.506,1.617,-8.232
7.407,0.966,3.000,428.5,3.174,3.666,1.161,2.505,1.613,-8.153
7.417,0.968,3.004,429.1,3.183,3.662,1.158,2.504,1.610,-7.988
7.427,0.969,3.008,430.1,3.194,3.660,1.156,2.505,1.608,-8.357
7.437,0.970,3.012,430.5,3.202,3.654,1.150,2.504,1.605,-8.269
7.447,0.971,3.016,431.6,3.214,3.653,1.151,2.502,1.600,-7.996
7.457,0.973,3.020,432.7,3.227,3.653,1.152,2.502,1.600,-7.872
7.467,0.974,3.024,433.6,3.238,3.651,1.151,2.500,1.597,-7.692
7.477,0.975,3.028,434.0,3.245,3.644,1.147,2.497,1.593,-7.413
7.487,0.977,3.032,435.1,3.258,3.644,1.148,2.496,1.591,-7.327
7.497,0.978,3.036,435.0,3.262,3.634,1.139,2.495,1.592,-7.247
7.508,0.979,3.041,435.9,3.272,3.631,1.137,2.494,1.588,-7.163
7.518,0.981,3.045,437.5,3.289,3.635,1.143,2.492,1.587,-6.995
7.528,0.982,3.049,437.9,3.296,3.628,1.136,2.492,1.579,-6.962
7.538,0.983,3.053,439.0,3.309,3.628,1.138,2.490,1.572,-6.799
7.548,0.984,3.057,438.8,3.312,3.617,1.129,2.488,1.567,-6.637
7.558,0.986,3.061,439.5,3.322,3.613,1.128,2.485,1.564,-6.417
7.568,0.987,3.065,440.3,3.332,3.610,1.125,2.485,1.559,-6.383
7.578,0.988,3.069,440.8,3.340,3.604,1.122,2.482,1.553,-6.175
7.588,0.990,3.073,442.3,3.356,3.607,1.121,2.486,1.565,-6.673
7.598,0.991,3.077,443.5,3.369,3.607,1.123,2.485,1.562,-6.558
7.608,0.992,3.081,443.4,3.373,3.597,1.116,2.481,1.559,-6.311
7.618,0.994,3.085,444.2,3.384,3.594,1.114,2.481,1.557,-6.302
7.628,0.995,3.089,445.6,3.399,3.596,1.117,2.480,1.554,-6.108
7.638,0.996,3.093,445.5,3.403,3.586,1.109,2.477,1.551,-5.988
7.648,0.998,3.097,446.7,3.416,3.586,1.111,2.475,1.548,-5.796
7.658,0.999,3.101,447.3,3.425,3.582,1.106,2.476,1.557,-5.955
7.668,1.000,3.105,448.7,3.440,3.583,1.109,2.474,1.554,-5.845
7.678,1.001,3.109,449.4,3.450,3.580,1.106,2.473,1.552,-5.769
7.688,1.003,3.114,449.4,3.455,3.571,1.102,2.468,1.548,-5.517
7.698,1.004,3.118,449.9,3.463,3.565,1.100,2.465,1.541,-5.273
7.708,1.005,3.122,447.7,3.451,3.538,1.080,2.458,1.535,-5.058
7.718,1.007,3.126,448.1,3.458,3.532,1.076,2.457,1.536,-4.934
7.728,1.008,3.130,448.8,3.468,3.528,1.074,2.454,1.530,-4.863
7.738,1.009,3.134,449.6,3.479,3.526,1.073,2.453,1.527,-4.751
7.748,1.011,3.138,451.0,3.494,3.528,1.073,2.455,1.534,-4.857
7.758,1.012,3.142,450.9,3.498,3.518,1.066,2.452,1.525,-4.779
7.768,1.013,3.146,452.2,3.513,3.519,1.067,2.451,1.518,-4.658
7.778,1.015,3.150,449.5,3.496,3.488,1.047,2.442,1.513,-4.351
7.788,1.016,3.154,449.3,3.499,3.478,1.041,2.437,1.507,-4.104
7.798,1.017,3.158,450.7,3.515,3.480,1.044,2.436,1.518,-3.969
7.808,1.018,3.162,451.4,3.524,3.477,1.043,2.433,1.517,-3.749
7.818,1.020,3.166,451.8,3.532,3.470,1.038,2.433,1.512,-3.663
7.828,1.021,3.170,453.0,3.546,3.471,1.041,2.431,1.509,-3.457
7.838,1.022,3.174,453.8,3.557,3.469,1.035,2.434,1.505,-3.243
7.848,1.024,3.178,454.8,3.569,3.467,1.034,2.432,1.501,-3.122
7.858,1.025,3.182,455.5,3.580,3.464,1.034,2.430,1.501,-2.928
7.868,1.026,3.186,456.3,3.590,3.461,1.033,2.428,1.496,-2.686
7.878,1.028,3.191,457.1,3.601,3.458,1.029,2.429,1.494,-2.863
7.888,1.029,3.195,458.1,3.614,3.457,1.031,2.427,1.492,-2.675
7.898,1.030,3.199,457.2,3.611,3.441,1.020,2.421,1.488,-2.413
7.908,1.031,3.203,457.9,3.621,3.438,1.019,2.419,1.482,-2.312
7.918,1.033,3.207,458.6,3.631,3.435,1.019,2.416,1.482,-2.140
7.928,1.034,3.211,458.9,3.638,3.428,1.009,2.419,1.495,-2.043
7.938,1.035,3.215,459.0,3.644,3.421,1.004,2.417,1.484,-2.001
7.948,1.037,3.219,460.4,3.659,3.422,1.009,2.413,1.458,-2.035
7.958,1.038,3.223,460.5,3.664,3.414,1.000,2.414,1.476,-1.731
7.968,1.039,3.227,461.4,3.677,3.412,0.999,2.413,1.477,-1.730
7.978,1.041,3.231,462.3,3.688,3.410,1.000,2.410,1.481,-1.484
7.988,1.042,3.235,459.2,3.668,3.379,0.983,2.396,1.459,-1.578
7.998,1.043,3.239,464.1,3.712,3.406,0.998,2.409,1.481,-1.442
8.008,1.045,3.243,464.8,3.722,3.403,0.995,2.408,1.484,-1.496
8.018,1.046,3.247,465.8,3.735,3.402,0.997,2.405,1.495,-1.368
8.028,1.047,3.251,461.5,3.705,3.362,0.966,2.396,1.468,-1.376
8.038,1.048,3.255,467.5,3.758,3.397,0.989,2.409,1.474,-1.616
8.048,1.050,3.259,463.7,3.732,3.361,0.969,2.392,1.456,-1.552
8.058,1.051,3.264,464.3,3.741,3.357,0.963,2.395,1.470,-1.317
8.068,1.052,3.268,465.6,3.756,3.358,0.968,2.390,1.446,-1.291
8.078,1.054,3.272,466.4,3.767,3.356,0.967,2.388,1.441,-1.044
8.088,1.055,3.276,467.1,3.778,3.353,0.966,2.387,1.437,-0.918
8.098,1.056,3.280,467.6,3.786,3.348,0.959,2.389,1.471,-0.995
8.108,1.058,3.284,468.4,3.798,3.346,0.958,2.388,1.470,-0.888
8.118,1.059,3.288,468.9,3.807,3.341,0.956,2.385,1.471,-0.837
8.128,1.060,3.292,470.7,3.826,3.345,0.961,2.384,1.446,-0.837
8.138,1.062,3.296,471.2,3.835,3.341,0.958,2.382,1.444,-0.706
8.148,1.063,3.300,472.0,3.846,3.338,0.957,2.381,1.439,-0.523
8.158,1.064,3.304,472.4,3.854,3.333,0.955,2.378,1.435,-0.378
8.168,1.065,3.308,473.0,3.864,3.329,0.954,2.375,1.431,-0.096
8.178,1.067,3.312,473.8,3.874,3.326,0.953,2.373,1.431,0.059
8.188,1.068,3.316,474.3,3.884,3.322,0.952,2.369,1.430,0.243
8.198,1.069,3.320,474.8,3.892,3.317,0.946,2.370,1.425,0.293
8.208,1.071,3.324,474.6,3.895,3.307,0.937,2.370,1.433,0.381
8.218,1.072,3.328,476.0,3.912,3.309,0.939,2.371,1.430,0.397
8.228,1.073,3.332,477.6,3.930,3.312,0.946,2.366,1.424,0.411
8.238,1.075,3.336,477.5,3.934,3.304,0.939,2.364,1.418,0.530
8.248,1.076,3.341,478.6,3.948,3.303,0.937,2.366,1.416,0.699
8.258,1.077,3.345,478.4,3.951,3.294,0.934,2.360,1.410,0.936
8.268,1.079,3.349,478.2,3.954,3.284,0.928,2.356,1.408,1.127
8.278,1.080,3.353,479.2,3.967,3.283,0.926,2.357,1.409,1.070
8.288,1.081,3.357,479.8,3.977,3.280,0.926,2.354,1.402,1.296
8.298,1.082,3.361,480.6,3.989,3.277,0.927,2.351,1.401,1.553
8.308,1.084,3.365,480.8,3.995,3.270,0.916,2.354,1.404,1.513
8.318,1.085,3.369,482.2,4.011,3.272,0.921,2.351,1.397,1.504
8.328,1.086,3.373,483.0,4.022,3.269,0.919,2.351,1.394,1.545
8.338,1.088,3.377,483.9,4.035,3.268,0.918,2.350,1.391,1.634
8.348,1.089,3.381,484.0,4.040,3.260,0.916,2.345,1.386,1.843
8.358,1.090,3.385,485.0,4.054,3.260,0.914,2.346,1.381,1.776
8.368,1.092,3.389,485.4,4.062,3.255,0.910,2.345,1.380,1.893
8.378,1.093,3.393,486.3,4.074,3.252,0.909,2.343,1.377,1.981
8.388,1.094,3.397,488.1,4.095,3.257,0.915,2.342,1.394,1.840
8.398,1.095,3.401,488.9,4.106,3.254,0.913,2.342,1.387,1.962
8.408,1.097,3.405,488.8,4.110,3.246,0.907,2.340,1.380,2.102
8.418,1.098,3.409,490.0,4.125,3.246,0.904,2.342,1.374,2.325
8.428,1.099,3.414,490.8,4.137,3.244,0.902,2.342,1.376,2.314
8.438,1.101,3.418,491.7,4.149,3.242,0.903,2.340,1.370,2.512
8.448,1.102,3.422,486.2,4.108,3.199,0.874,2.325,1.358,2.879
8.458,1.103,3.426,487.2,4.121,3.198,0.874,2.324,1.359,2.999
8.468,1.105,3.430,488.6,4.137,3.199,0.875,2.323,1.356,3.003
8.478,1.106,3.434,488.4,4.141,3.190,0.868,2.322,1.368,3.437
8.488,1.107,3.438,488.8,4.150,3.185,0.865,2.320,1.374,3.516
8.498,1.109,3.442,490.0,4.164,3.186,0.867,2.319,1.367,3.645
8.509,1.110,3.446,491.0,4.178,3.185,0.866,2.319,1.358,3.704
8.519,1.111,3.450,488.5,4.161,3.161,0.854,2.307,1.345,3.944
8.529,1.112,3.454,492.5,4.201,3.179,0.863,2.317,1.356,3.847
8.539,1.114,3.458,492.9,4.209,3.174,0.858,2.316,1.354,3.861
8.549,1.115,3.462,490.3,4.191,3.150,0.842,2.308,1.350,4.000
8.559,1.116,3.466,490.7,4.200,3.145,0.839,2.306,1.349,4.040
8.569,1.118,3.470,491.9,4.215,3.146,0.841,2.305,1.345,4.221
8.579,1.119,3.474,493.6,4.234,3.149,0.849,2.300,1.335,4.439
8.589,1.120,3.478,494.4,4.246,3.147,0.847,2.300,1.333,4.352
8.599,1.122,3.482,495.3,4.259,3.145,0.846,2.299,1.334,4.454
8.609,1.123,3.486,494.5,4.257,3.133,0.838,2.295,1.329,4.633
8.619,1.124,3.491,495.8,4.273,3.134,0.839,2.295,1.325,4.595
8.629,1.126,3.495,496.6,4.285,3.132,0.838,2.294,1.321,4.742
8.639,1.127,3.499,497.0,4.294,3.127,0.834,2.293,1.320,4.825
8.649,1.128,3.503,497.9,4.306,3.125,0.834,2.292,1.318,4.982
8.659,1.129,3.507,499.1,4.321,3.126,0.835,2.291,1.314,5.075
8.669,1.131,3.511,500.1,4.336,3.125,0.833,2.292,1.324,4.887
8.679,1.132,3.515,499.9,4.338,3.116,0.825,2.291,1.339,5.027
8.689,1.133,3.519,500.6,4.349,3.113,0.824,2.289,1.331,5.165
8.699,1.135,3.523,501.8,4.365,3.113,0.823,2.291,1.334,5.039
8.709,1.136,3.527,502.2,4.374,3.109,0.821,2.289,1.327,5.178
8.719,1.137,3.531,502.7,4.383,3.105,0.817,2.288,1.328,5.200
8.729,1.139,3.535,504.3,4.402,3.108,0.818,2.290,1.324,5.215
8.739,1.140,3.539,505.0,4.413,3.105,0.819,2.286,1.304,5.329
8.749,1.141,3.543,506.2,4.428,3.105,0.819,2.286,1.310,5.161
8.759,1.142,3.547,507.0,4.440,3.103,0.818,2.285,1.308,5.283
8.769,1.144,3.551,507.8,4.452,3.101,0.818,2.283,1.304,5.469
8.779,1.145,3.555,508.5,4.464,3.098,0.816,2.282,1.304,5.557
8.789,1.146,3.559,509.1,4.475,3.095,0.814,2.281,1.305,5.710
8.799,1.148,3.564,507.9,4.469,3.080,0.804,2.276,1.301,5.781
8.809,1.149,3.568,508.8,4.482,3.078,0.804,2.274,1.291,5.811
8.819,1.150,3.572,508.9,4.488,3.072,0.800,2.272,1.283,5.967
8.829,1.152,3.576,508.8,4.492,3.065,0.796,2.269,1.276,6.228
8.839,1.153,3.580,509.3,4.501,3.061,0.794,2.266,1.289,6.225
8.849,1.154,3.584,510.6,4.518,3.062,0.796,2.266,1.283,6.395
8.859,1.156,3.588,511.4,4.530,3.059,0.795,2.264,1.274,6.513
8.869,1.157,3.592,511.7,4.538,3.055,0.791,2.264,1.265,6.576
8.879,1.158,3.596,509.9,4.527,3.037,0.779,2.257,1.251,6.863
8.889,1.159,3.600,510.9,4.541,3.036,0.779,2.257,1.247,6.807
8.899,1.161,3.604,511.5,4.552,3.033,0.774,2.258,1.239,6.669
8.909,1.162,3.608,510.1,4.545,3.018,0.765,2.253,1.239,6.733
8.919,1.163,3.612,511.0,4.557,3.016,0.764,2.252,1.236,6.858
8.929,1.165,3.616,511.6,4.568,3.013,0.763,2.250,1.228,7.038
8.939,1.166,3.620,511.4,4.571,3.005,0.758,2.247,1.222,7.209
8.949,1.167,3.624,512.4,4.585,3.004,0.758,2.246,1.219,7.333
8.959,1.169,3.628,513.5,4.600,3.004,0.759,2.245,1.217,7.359
8.969,1.170,3.632,513.7,4.608,2.999,0.754,2.244,1.222,7.307
8.979,1.171,3.636,514.9,4.623,2.999,0.754,2.245,1.220,7.308
8.989,1.173,3.641,515.7,4.635,2.996,0.754,2.242,1.215,7.464
8.999,1.174,3.645,516.3,4.646,2.993,0.751,2.243,1.217,7.415
9.009,1.175,3.649,517.3,4.661,2.993,0.752,2.241,1.211,7.577
9.019,1.176,3.653,518.5,4.677,2.993,0.753,2.240,1.203,7.689
9.029,1.178,3.657,514.4,4.645,2.963,0.735,2.228,1.196,7.837
9.039,1.179,3.661,518.9,4.690,2.982,0.746,2.236,1.197,7.648
9.049,1.180,3.665,516.8,4.677,2.964,0.735,2.228,1.193,7.722
9.059,1.182,3.669,517.7,4.690,2.962,0.734,2.228,1.186,7.913
9.069,1.183,3.673,518.8,4.705,2.962,0.732,2.230,1.193,7.613
9.079,1.184,3.677,519.8,4.719,2.961,0.732,2.229,1.193,7.640
9.089,1.186,3.681,520.3,4.729,2.957,0.729,2.228,1.190,7.719
9.099,1.187,3.685,521.7,4.747,2.959,0.731,2.227,1.187,7.742
9.109,1.188,3.689,522.3,4.758,2.956,0.729,2.227,1.192,7.686
9.119,1.189,3.693,523.6,4.774,2.956,0.730,2.226,1.186,7.824
9.129,1.191,3.697,523.1,4.776,2.947,0.725,2.222,1.181,7.940
9.139,1.192,3.701,522.1,4.772,2.935,0.716,2.219,1.176,7.997
9.149,1.193,3.705,522.8,4.784,2.933,0.715,2.218,1.171,8.132
9.159,1.195,3.709,523.6,4.796,2.931,0.714,2.217,1.167,8.254
9.169,1.196,3.714,522.7,4.793,2.919,0.707,2.212,1.161,8.364
9.179,1.197,3.718,523.6,4.806,2.918,0.707,2.211,1.160,8.430
9.189,1.199,3.722,524.3,4.818,2.915,0.704,2.212,1.154,8.513
9.199,1.200,3.726,525.4,4.833,2.915,0.705,2.210,1.151,8.649
9.209,1.201,3.730,526.3,4.847,2.914,0.704,2.210,1.158,8.526
9.219,1.203,3.734,529.2,4.879,2.923,0.711,2.212,1.175,8.276
9.229,1.204,3.738,530.0,4.891,2.921,0.710,2.212,1.172,8.361
9.239,1.205,3.742,529.1,4.889,2.910,0.703,2.208,1.167,8.433
9.249,1.206,3.746,529.9,4.901,2.908,0.700,2.208,1.161,8.559
9.259,1.208,3.750,530.6,4.913,2.906,0.698,2.208,1.156,8.567
9.269,1.209,3.754,531.5,4.927,2.905,0.697,2.208,1.157,8.512
9.279,1.210,3.758,532.4,4.940,2.903,0.696,2.207,1.156,8.542
9.289,1.212,3.762,533.4,4.955,2.902,0.696,2.206,1.156,8.601
9.299,1.213,3.766,536.3,4.987,2.912,0.701,2.211,1.168,8.373
9.309,1.214,3.770,535.5,4.985,2.901,0.695,2.206,1.165,8.459
9.319,1.216,3.774,536.3,4.998,2.899,0.694,2.206,1.161,8.537
9.329,1.217,3.778,539.4,5.032,2.910,0.698,2.211,1.174,8.138
9.339,1.218,3.782,540.1,5.044,2.907,0.697,2.210,1.169,8.254
9.349,1.220,3.786,539.1,5.040,2.896,0.690,2.205,1.163,8.362
9.359,1.221,3.791,540.1,5.055,2.895,0.689,2.206,1.158,8.402
9.369,1.222,3.795,541.6,5.074,2.897,0.691,2.205,1.154,8.453
9.379,1.223,3.799,542.3,5.086,2.894,0.689,2.205,1.149,8.461
9.389,1.225,3.803,543.1,5.099,2.892,0.689,2.204,1.146,8.544
9.399,1.226,3.807,543.9,5.112,2.890,0.687,2.203,1.141,8.594
9.409,1.227,3.811,544.1,5.120,2.885,0.684,2.201,1.140,8.642
9.419,1.229,3.815,545.2,5.136,2.885,0.684,2.201,1.135,8.677
9.429,1.230,3.819,547.0,5.158,2.889,0.685,2.204,1.139,8.543
9.439,1.231,3.823,546.9,5.162,2.882,0.681,2.201,1.132,8.653
9.449,1.233,3.827,548.0,5.178,2.881,0.680,2.201,1.139,8.560
9.459,1.234,3.831,548.9,5.193,2.880,0.680,2.200,1.132,8.665
9.469,1.235,3.835,550.8,5.216,2.884,0.681,2.203,1.140,8.397
9.479,1.236,3.839,551.5,5.228,2.881,0.679,2.202,1.138,8.435
9.489,1.238,3.843,551.4,5.232,2.875,0.674,2.201,1.134,8.496
9.499,1.239,3.847,553.6,5.259,2.880,0.679,2.202,1.140,8.426
9.510,1.240,3.851,553.2,5.261,2.872,0.673,2.200,1.133,8.519
9.520,1.242,3.855,554.6,5.279,2.873,0.674,2.199,1.127,8.532
9.530,1.243,3.859,555.4,5.293,2.872,0.673,2.199,1.121,8.611
9.540,1.244,3.864,554.6,5.290,2.861,0.667,2.194,1.115,8.747
9.550,1.246,3.868,555.1,5.301,2.858,0.666,2.192,1.109,8.830
9.560,1.247,3.872,556.1,5.316,2.857,0.665,2.192,1.105,8.901
9.570,1.248,3.876,554.7,5.308,2.844,0.657,2.186,1.100,8.974
9.580,1.250,3.880,555.6,5.323,2.843,0.656,2.186,1.097,8.915
9.590,1.251,3.884,557.1,5.343,2.844,0.656,2.188,1.093,8.954
9.600,1.252,3.888,558.5,5.361,2.845,0.657,2.188,1.087,9.029
9.610,1.253,3.892,559.3,5.374,2.844,0.656,2.187,1.082,9.058
9.620,1.255,3.896,560.1,5.388,2.842,0.655,2.186,1.081,9.101
9.630,1.256,3.900,561.0,5.402,2.840,0.654,2.187,1.085,9.041
9.640,1.257,3.904,562.3,5.420,2.841,0.654,2.187,1.089,9.020
9.650,1.259,3.908,562.9,5.432,2.838,0.652,2.186,1.084,9.054
9.660,1.260,3.912,563.9,5.447,2.837,0.652,2.185,1.080,9.094
9.670,1.261,3.916,564.6,5.459,2.835,0.650,2.185,1.075,9.135
9.680,1.263,3.920,565.9,5.477,2.836,0.651,2.185,1.069,9.209
9.690,1.264,3.924,566.9,5.493,2.835,0.651,2.184,1.065,9.245
9.700,1.265,3.928,567.5,5.504,2.832,0.649,2.183,1.062,9.280
9.710,1.267,3.932,567.4,5.509,2.826,0.644,2.182,1.058,9.320
9.720,1.268,3.936,568.1,5.522,2.823,0.643,2.180,1.055,9.344
9.730,1.269,3.941,567.8,5.525,2.816,0.638,2.178,1.049,9.423
9.740,1.270,3.945,568.9,5.541,2.816,0.638,2.178,1.045,9.457
9.750,1.272,3.949,569.8,5.555,2.814,0.636,2.178,1.040,9.488
9.760,1.273,3.953,569.3,5.556,2.806,0.631,2.175,1.035,9.579
9.770,1.274,3.957,570.5,5.573,2.806,0.631,2.175,1.031,9.614
9.780,1.276,3.961,571.3,5.587,2.804,0.630,2.174,1.026,9.648
9.790,1.277,3.965,571.8,5.598,2.801,0.632,2.169,1.021,9.755
9.800,1.278,3.969,573.3,5.619,2.803,0.633,2.170,1.017,9.788
9.810,1.280,3.973,574.1,5.631,2.801,0.632,2.169,1.012,9.830
9.820,1.281,3.977,575.0,5.646,2.800,0.631,2.169,1.008,9.859
9.830,1.282,3.981,578.4,5.686,2.811,0.633,2.178,1.025,9.115
9.840,1.283,3.985,579.4,5.701,2.810,0.632,2.177,1.024,9.130
9.850,1.285,3.989,579.3,5.706,2.803,0.629,2.175,1.023,9.145
9.860,1.286,3.993,581.5,5.734,2.809,0.632,2.177,1.032,9.048
9.870,1.287,3.997,582.6,5.750,2.808,0.632,2.176,1.031,9.107
9.880,1.289,4.001,583.7,5.767,2.808,0.632,2.176,1.030,9.061
9.890,1.290,4.005,584.4,5.780,2.805,0.631,2.174,1.033,9.119
9.900,1.291,4.009,585.6,5.797,2.805,0.630,2.175,1.028,9.148
9.910,1.293,4.014,585.2,5.800,2.798,0.626,2.172,1.025,9.198
9.920,1.294,4.018,585.9,5.812,2.795,0.625,2.170,1.023,9.328
9.930,1.295,4.022,586.7,5.826,2.794,0.625,2.169,1.016,9.430
9.940,1.297,4.026,587.9,5.843,2.794,0.625,2.169,1.013,9.457
9.950,1.298,4.030,589.0,5.861,2.793,0.624,2.169,1.008,9.479
9.960,1.299,4.034,589.9,5.875,2.792,0.623,2.169,1.004,9.496
9.970,1.300,4.038,590.8,5.890,2.791,0.622,2.168,1.000,9.526
9.980,1.302,4.042,590.4,5.892,2.783,0.617,2.166,0.996,9.551
9.990,1.303,4.046,591.9,5.913,2.785,0.618,2.166,0.991,9.575
10.00,1.304,4.050,589.6,5.896,2.768,0.614,2.154,0.982,9.596
