V (m/s),FnL,FnV,RT (N),PE (kW),CT (·10³),CP (·10³),CF (·10³),τ (°),s (mm)
6.837,0.892,2.769,347.1,2.373,3.486,1.056,2.431,0.000,0.000
6.847,0.893,2.773,347.8,2.382,3.484,1.054,2.430,0.000,0.000
6.857,0.895,2.778,348.6,2.390,3.481,1.051,2.430,0.000,0.000
6.867,0.896,2.782,349.3,2.399,3.478,1.049,2.429,0.000,0.000
6.877,0.897,2.786,350.1,2.407,3.476,1.047,2.428,0.000,0.000
6.887,0.898,2.790,350.8,2.416,3.473,1.045,2.428,0.000,0.000
6.897,0.900,2.794,351.6,2.425,3.470,1.043,2.427,0.000,0.000
6.907,0.901,2.798,352.3,2.433,3.467,1.041,2.427,0.000,0.000
6.917,0.902,2.802,353.0,2.442,3.465,1.038,2.426,0.000,0.000
6.927,0.904,2.806,353.8,2.451,3.462,1.036,2.426,0.000,0.000
6.937,0.905,2.810,354.5,2.459,3.459,1.034,2.425,0.000,0.000
6.947,0.906,2.814,355.3,2.468,3.456,1.032,2.425,0.000,0.000
6.957,0.908,2.818,356.0,2.477,3.454,1.030,2.424,0.000,0.000
6.967,0.909,2.822,356.7,2.485,3.451,1.027,2.424,0.000,0.000
6.977,0.910,2.826,357.5,2.494,3.448,1.025,2.423,0.000,0.000
6.987,0.912,2.830,358.2,2.503,3.445,1.023,2.422,0.000,0.000
6.997,0.913,2.834,359.0,2.512,3.443,1.021,2.422,0.000,0.000
7.007,0.914,2.838,359.7,2.520,3.440,1.018,2.421,0.000,0.000
7.017,0.915,2.842,360.4,2.529,3.437,1.016,2.421,0.000,0.000
7.027,0.917,2.846,361.2,2.538,3.434,1.014,2.420,0.000,0.000
7.037,0.918,2.851,361.9,2.547,3.432,1.012,2.420,0.000,0.000
7.047,0.919,2.855,362.7,2.556,3.429,1.010,2.419,0.000,0.000
7.057,0.921,2.859,363.4,2.564,3.426,1.007,2.419,0.000,0.000
7.067,0.922,2.863,364.1,2.573,3.423,1.005,2.418,0.000,0.000
7.077,0.923,2.867,364.9,2.582,3.420,1.003,2.418,0.000,0.000
7.087,0.925,2.871,365.6,2.591,3.418,1.001,2.417,0.000,0.000
7.097,0.926,2.875,366.3,2.600,3.415,0.998,2.417,0.000,0.000
7.107,0.927,2.879,367.1,2.609,3.412,0.996,2.416,0.000,0.000
7.117,0.929,2.883,367.8,2.618,3.409,0.994,2.415,0.000,0.000
7.127,0.930,2.887,368.5,2.627,3.406,0.992,2.415,0.000,0.000
7.137,0.931,2.891,369.3,2.636,3.404,0.989,2.414,0.000,0.000
7.147,0.932,2.895,370.0,2.644,3.401,0.987,2.414,0.000,0.000
7.157,0.934,2.899,370.7,2.653,3.398,0.985,2.413,0.000,0.000
7.167,0.935,2.903,371.5,2.662,3.395,0.983,2.413,0.000,0.000
7.177,0.936,2.907,372.2,2.671,3.393,0.980,2.412,0.000,0.000
7.187,0.938,2.911,372.9,2.680,3.390,0.978,2.412,0.000,0.000
7.197,0.939,2.915,373.7,2.689,3.387,0.976,2.411,0.000,0.000
7.207,0.940,2.919,374.4,2.698,3.384,0.974,2.411,0.000,0.000
7.217,0.942,2.923,375.1,2.707,3.381,0.971,2.410,0.000,0.000
7.227,0.943,2.928,375.9,2.716,3.379,0.969,2.410,0.000,0.000
7.237,0.944,2.932,376.6,2.726,3.376,0.967,2.409,0.000,0.000
7.247,0.945,2.936,377.3,2.735,3.373,0.964,2.409,0.000,0.000
7.257,0.947,2.940,378.1,2.744,3.370,0.962,2.408,0.000,0.000
7.267,0.948,2.944,378.8,2.753,3.368,0.960,2.408,0.000,0.000
7.277,0.949,2.948,379.5,2.762,3.365,0.958,2.407,0.000,0.000
7.287,0.951,2.952,380.3,2.771,3.362,0.955,2.407,0.000,0.000
7.297,0.952,2.956,381.0,2.780,3.359,0.953,2.406,0.000,0.000
7.307,0.953,2.960,381.7,2.789,3.356,0.951,2.406,0.000,0.000
7.317,0.955,2.964,382.4,2.799,3.354,0.949,2.405,0.000,0.000
7.327,0.956,2.968,383.2,2.808,3.351,0.946,2.405,0.000,0.000
7.337,0.957,2.972,383.9,2.817,3.348,0.944,2.404,0.000,0.000
7.347,0.959,2.976,384.6,2.826,3.345,0.942,2.403,0.000,0.000
7.357,0.960,2.980,385.4,2.835,3.343,0.940,2.403,0.000,0.000
7.367,0.961,2.984,386.1,2.845,3.340,0.937,2.402,0.000,0.000
7.377,0.962,2.988,386.8,2.854,3.337,0.935,2.402,0.000,0.000
7.387,0.964,2.992,387.6,2.863,3.334,0.933,2.401,0.000,0.000
7.397,0.965,2.996,388.3,2.872,3.332,0.931,2.401,0.000,0.000
7.407,0.966,3.001,389.0,2.882,3.329,0.928,2.400,0.000,0.000
7.417,0.968,3.005,389.8,2.891,3.326,0.926,2.400,0.000,0.000
7.427,0.969,3.009,390.5,2.900,3.323,0.924,2.399,0.000,0.000
7.437,0.970,3.013,391.2,2.910,3.321,0.922,2.399,0.000,0.000
7.447,0.972,3.017,392.0,2.919,3.318,0.920,2.398,0.000,0.000
7.457,0.973,3.021,392.7,2.928,3.315,0.917,2.398,0.000,0.000
7.467,0.974,3.025,393.4,2.938,3.313,0.915,2.397,0.000,0.000
7.477,0.976,3.029,394.2,2.947,3.310,0.913,2.397,0.000,0.000
7.487,0.977,3.033,394.9,2.957,3.307,0.911,2.396,0.000,0.000
7.497,0.978,3.037,395.6,2.966,3.304,0.909,2.396,0.000,0.000
7.508,0.979,3.041,396.3,2.976,3.302,0.906,2.395,0.000,0.000
7.518,0.981,3.045,397.1,2.985,3.299,0.904,2.395,0.000,0.000
7.528,0.982,3.049,397.8,2.995,3.296,0.902,2.394,0.000,0.000
7.538,0.983,3.053,398.5,3.004,3.294,0.900,2.394,0.000,0.000
7.548,0.985,3.057,399.3,3.014,3.291,0.898,2.393,0.000,0.000
7.558,0.986,3.061,400.0,3.023,3.288,0.895,2.393,0.000,0.000
7.568,0.987,3.065,400.8,3.033,3.286,0.893,2.392,0.000,0.000
7.578,0.989,3.069,401.5,3.042,3.283,0.891,2.392,0.000,0.000
7.588,0.990,3.074,402.2,3.052,3.280,0.889,2.392,0.000,0.000
7.598,0.991,3.078,403.0,3.061,3.278,0.887,2.391,0.000,0.000
7.608,0.993,3.082,403.7,3.071,3.275,0.884,2.391,0.000,0.000
7.618,0.994,3.086,404.4,3.081,3.272,0.882,2.390,0.000,0.000
7.628,0.995,3.090,405.2,3.090,3.270,0.880,2.390,0.000,0.000
7.638,0.996,3.094,405.9,3.100,3.267,0.878,2.389,0.000,0.000
7.648,0.998,3.098,406.6,3.110,3.264,0.876,2.389,0.000,0.000
7.658,0.999,3.102,407.4,3.120,3.262,0.874,2.388,0.000,0.000
7.668,1.000,3.106,408.1,3.129,3.259,0.872,2.388,0.000,0.000
7.678,1.002,3.110,408.8,3.139,3.257,0.869,2.387,0.000,0.000
7.688,1.003,3.114,409.6,3.149,3.254,0.867,2.387,0.000,0.000
7.698,1.004,3.118,410.3,3.159,3.251,0.865,2.386,0.000,0.000
7.708,1.006,3.122,411.1,3.168,3.249,0.863,2.386,0.000,0.000
7.718,1.007,3.126,411.8,3.178,3.246,0.861,2.385,0.000,0.000
7.728,1.008,3.130,412.5,3.188,3.244,0.859,2.385,0.000,0.000
7.738,1.009,3.134,413.3,3.198,3.241,0.857,2.384,0.000,0.000
7.748,1.011,3.138,414.0,3.208,3.238,0.855,2.384,0.000,0.000
7.758,1.012,3.142,414.8,3.218,3.236,0.853,2.383,0.000,0.000
7.768,1.013,3.147,415.5,3.228,3.233,0.850,2.383,0.000,0.000
7.778,1.015,3.151,416.3,3.238,3.231,0.848,2.382,0.000,0.000
7.788,1.016,3.155,417.0,3.247,3.228,0.846,2.382,0.000,0.000
7.798,1.017,3.159,417.7,3.257,3.226,0.844,2.381,0.000,0.000
7.808,1.019,3.163,418.5,3.267,3.223,0.842,2.381,0.000,0.000
7.818,1.020,3.167,419.2,3.277,3.221,0.840,2.380,0.000,0.000
7.828,1.021,3.171,420.0,3.287,3.218,0.838,2.380,0.000,0.000
7.838,1.023,3.175,420.7,3.298,3.216,0.836,2.379,0.000,0.000
7.848,1.024,3.179,421.5,3.308,3.213,0.834,2.379,0.000,0.000
7.858,1.025,3.183,422.2,3.318,3.211,0.832,2.379,0.000,0.000
7.868,1.026,3.187,423.0,3.328,3.208,0.830,2.378,0.000,0.000
7.878,1.028,3.191,423.7,3.338,3.206,0.828,2.378,0.000,0.000
7.888,1.029,3.195,424.5,3.348,3.203,0.826,2.377,0.000,0.000
7.898,1.030,3.199,425.2,3.358,3.201,0.824,2.377,0.000,0.000
7.908,1.032,3.203,426.0,3.368,3.198,0.822,2.376,0.000,0.000
7.918,1.033,3.207,426.7,3.379,3.196,0.820,2.376,0.000,0.000
7.928,1.034,3.211,427.5,3.389,3.193,0.818,2.375,0.000,0.000
7.938,1.036,3.215,428.2,3.399,3.191,0.816,2.375,0.000,0.000
7.948,1.037,3.219,429.0,3.409,3.188,0.814,2.374,0.000,0.000
7.958,1.038,3.224,429.7,3.420,3.186,0.812,2.374,0.000,0.000
7.968,1.040,3.228,430.5,3.430,3.184,0.810,2.373,0.000,0.000
7.978,1.041,3.232,431.2,3.440,3.181,0.808,2.373,0.000,0.000
7.988,1.042,3.236,432.0,3.451,3.179,0.806,2.373,0.000,0.000
7.998,1.043,3.240,432.7,3.461,3.176,0.804,2.372,0.000,0.000
8.008,1.045,3.244,433.5,3.472,3.174,0.802,2.372,0.000,0.000
8.018,1.046,3.248,434.3,3.482,3.172,0.800,2.371,0.000,0.000
8.028,1.047,3.252,435.0,3.492,3.169,0.799,2.371,0.000,0.000
8.038,1.049,3.256,435.8,3.503,3.167,0.797,2.370,0.000,0.000
8.048,1.050,3.260,436.5,3.513,3.164,0.795,2.370,0.000,0.000
8.058,1.051,3.264,437.3,3.524,3.162,0.793,2.369,0.000,0.000
8.068,1.053,3.268,438.1,3.534,3.160,0.791,2.369,0.000,0.000
8.078,1.054,3.272,438.8,3.545,3.157,0.789,2.368,0.000,0.000
8.088,1.055,3.276,439.6,3.555,3.155,0.787,2.368,0.000,0.000
8.098,1.056,3.280,440.4,3.566,3.153,0.785,2.368,0.000,0.000
8.108,1.058,3.284,441.1,3.577,3.151,0.783,2.367,0.000,0.000
8.118,1.059,3.288,441.9,3.587,3.148,0.782,2.367,0.000,0.000
8.128,1.060,3.292,442.7,3.598,3.146,0.780,2.366,0.000,0.000
8.138,1.062,3.297,443.4,3.609,3.144,0.778,2.366,0.000,0.000
8.148,1.063,3.301,444.2,3.619,3.141,0.776,2.365,0.000,0.000
8.158,1.064,3.305,445.0,3.630,3.139,0.774,2.365,0.000,0.000
8.168,1.066,3.309,445.7,3.641,3.137,0.772,2.364,0.000,0.000
8.178,1.067,3.313,446.5,3.652,3.135,0.771,2.364,0.000,0.000
8.188,1.068,3.317,447.3,3.662,3.132,0.769,2.363,0.000,0.000
8.198,1.070,3.321,448.1,3.673,3.130,0.767,2.363,0.000,0.000
8.208,1.071,3.325,448.8,3.684,3.128,0.765,2.363,0.000,0.000
8.218,1.072,3.329,449.6,3.695,3.126,0.763,2.362,0.000,0.000
8.228,1.073,3.333,450.4,3.706,3.123,0.762,2.362,0.000,0.000
8.238,1.075,3.337,451.2,3.717,3.121,0.760,2.361,0.000,0.000
8.248,1.076,3.341,451.9,3.728,3.119,0.758,2.361,0.000,0.000
8.258,1.077,3.345,452.7,3.739,3.117,0.756,2.360,0.000,0.000
8.268,1.079,3.349,453.5,3.750,3.115,0.755,2.360,0.000,0.000
8.278,1.080,3.353,454.3,3.761,3.112,0.753,2.359,0.000,0.000
8.288,1.081,3.357,455.1,3.772,3.110,0.751,2.359,0.000,0.000
8.298,1.083,3.361,455.9,3.783,3.108,0.750,2.359,0.000,0.000
8.308,1.084,3.365,456.6,3.794,3.106,0.748,2.358,0.000,0.000
8.318,1.085,3.370,457.4,3.805,3.104,0.746,2.358,0.000,0.000
8.328,1.087,3.374,458.2,3.816,3.102,0.744,2.357,0.000,0.000
8.338,1.088,3.378,459.0,3.827,3.100,0.743,2.357,0.000,0.000
8.348,1.089,3.382,459.8,3.838,3.097,0.741,2.356,0.000,0.000
8.358,1.090,3.386,460.6,3.850,3.095,0.739,2.356,0.000,0.000
8.368,1.092,3.390,461.4,3.861,3.093,0.738,2.356,0.000,0.000
8.378,1.093,3.394,462.2,3.872,3.091,0.736,2.355,0.000,0.000
8.388,1.094,3.398,462.9,3.883,3.089,0.734,2.355,0.000,0.000
8.398,1.096,3.402,463.7,3.895,3.087,0.733,2.354,0.000,0.000
8.408,1.097,3.406,464.5,3.906,3.085,0.731,2.354,0.000,0.000
8.418,1.098,3.410,465.3,3.917,3.083,0.730,2.353,0.000,0.000
8.428,1.100,3.414,466.1,3.929,3.081,0.728,2.353,0.000,0.000
8.438,1.101,3.418,466.9,3.940,3.079,0.726,2.353,0.000,0.000
8.448,1.102,3.422,467.7,3.952,3.077,0.725,2.352,0.000,0.000
8.458,1.104,3.426,468.5,3.963,3.075,0.723,2.352,0.000,0.000
8.468,1.105,3.430,469.3,3.975,3.073,0.722,2.351,0.000,0.000
8.478,1.106,3.434,470.1,3.986,3.071,0.720,2.351,0.000,0.000
8.488,1.107,3.438,470.9,3.998,3.069,0.718,2.350,0.000,0.000
8.498,1.109,3.443,471.7,4.009,3.067,0.717,2.350,0.000,0.000
8.509,1.110,3.447,472.5,4.021,3.065,0.715,2.350,0.000,0.000
8.519,1.111,3.451,473.4,4.032,3.063,0.714,2.349,0.000,0.000
8.529,1.113,3.455,474.2,4.044,3.061,0.712,2.349,0.000,0.000
8.539,1.114,3.459,475.0,4.056,3.059,0.711,2.348,0.000,0.000
8.549,1.115,3.463,475.8,4.067,3.057,0.709,2.348,0.000,0.000
8.559,1.117,3.467,476.6,4.079,3.055,0.708,2.347,0.000,0.000
8.569,1.118,3.471,477.4,4.091,3.053,0.706,2.347,0.000,0.000
8.579,1.119,3.475,478.2,4.102,3.051,0.705,2.347,0.000,0.000
8.589,1.120,3.479,479.0,4.114,3.049,0.703,2.346,0.000,0.000
8.599,1.122,3.483,479.8,4.126,3.047,0.702,2.346,0.000,0.000
8.609,1.123,3.487,480.7,4.138,3.045,0.700,2.345,0.000,0.000
8.619,1.124,3.491,481.5,4.150,3.043,0.699,2.345,0.000,0.000
8.629,1.126,3.495,482.3,4.162,3.042,0.697,2.344,0.000,0.000
8.639,1.127,3.499,483.1,4.174,3.040,0.696,2.344,0.000,0.000
8.649,1.128,3.503,483.9,4.185,3.038,0.694,2.344,0.000,0.000
8.659,1.130,3.507,484.8,4.197,3.036,0.693,2.343,0.000,0.000
8.669,1.131,3.511,485.6,4.209,3.034,0.691,2.343,0.000,0.000
8.679,1.132,3.515,486.4,4.221,3.032,0.690,2.342,0.000,0.000
8.689,1.134,3.520,487.2,4.234,3.030,0.688,2.342,0.000,0.000
8.699,1.135,3.524,488.1,4.246,3.029,0.687,2.342,0.000,0.000
8.709,1.136,3.528,488.9,4.258,3.027,0.686,2.341,0.000,0.000
8.719,1.137,3.532,489.7,4.270,3.025,0.684,2.341,0.000,0.000
8.729,1.139,3.536,490.6,4.282,3.023,0.683,2.340,0.000,0.000
8.739,1.140,3.540,491.4,4.294,3.021,0.681,2.340,0.000,0.000
8.749,1.141,3.544,492.2,4.306,3.019,0.680,2.339,0.000,0.000
8.759,1.143,3.548,493.1,4.319,3.018,0.679,2.339,0.000,0.000
8.769,1.144,3.552,493.9,4.331,3.016,0.677,2.339,0.000,0.000
8.779,1.145,3.556,494.7,4.343,3.014,0.676,2.338,0.000,0.000
8.789,1.147,3.560,495.6,4.356,3.012,0.675,2.338,0.000,0.000
8.799,1.148,3.564,496.4,4.368,3.011,0.673,2.337,0.000,0.000
8.809,1.149,3.568,497.3,4.380,3.009,0.672,2.337,0.000,0.000
8.819,1.151,3.572,498.1,4.393,3.007,0.670,2.337,0.000,0.000
8.829,1.152,3.576,498.9,4.405,3.005,0.669,2.336,0.000,0.000
8.839,1.153,3.580,499.8,4.418,3.004,0.668,2.336,0.000,0.000
8.849,1.154,3.584,500.6,4.430,3.002,0.667,2.335,0.000,0.000
8.859,1.156,3.588,501.5,4.443,3.000,0.665,2.335,0.000,0.000
8.869,1.157,3.593,502.3,4.455,2.999,0.664,2.335,0.000,0.000
8.879,1.158,3.597,503.2,4.468,2.997,0.663,2.334,0.000,0.000
8.889,1.160,3.601,504.0,4.480,2.995,0.661,2.334,0.000,0.000
8.899,1.161,3.605,504.9,4.493,2.993,0.660,2.333,0.000,0.000
8.909,1.162,3.609,505.7,4.506,2.992,0.659,2.333,0.000,0.000
8.919,1.164,3.613,506.6,4.518,2.990,0.658,2.333,0.000,0.000
8.929,1.165,3.617,507.4,4.531,2.988,0.656,2.332,0.000,0.000
8.939,1.166,3.621,508.3,4.544,2.987,0.655,2.332,0.000,0.000
8.949,1.167,3.625,509.2,4.556,2.985,0.654,2.331,0.000,0.000
8.959,1.169,3.629,510.0,4.569,2.983,0.653,2.331,0.000,0.000
8.969,1.170,3.633,510.9,4.582,2.982,0.651,2.331,0.000,0.000
8.979,1.171,3.637,511.7,4.595,2.980,0.650,2.330,0.000,0.000
8.989,1.173,3.641,512.6,4.608,2.979,0.649,2.330,0.000,0.000
8.999,1.174,3.645,513.5,4.621,2.977,0.648,2.329,0.000,0.000
9.009,1.175,3.649,514.3,4.634,2.975,0.646,2.329,0.000,0.000
9.019,1.177,3.653,515.2,4.647,2.974,0.645,2.329,0.000,0.000
9.029,1.178,3.657,516.1,4.660,2.972,0.644,2.328,0.000,0.000
9.039,1.179,3.661,516.9,4.673,2.971,0.643,2.328,0.000,0.000
9.049,1.181,3.666,517.8,4.686,2.969,0.642,2.327,0.000,0.000
9.059,1.182,3.670,518.7,4.699,2.967,0.640,2.327,0.000,0.000
9.069,1.183,3.674,519.5,4.712,2.966,0.639,2.327,0.000,0.000
9.079,1.184,3.678,520.4,4.725,2.964,0.638,2.326,0.000,0.000
9.089,1.186,3.682,521.3,4.738,2.963,0.637,2.326,0.000,0.000
9.099,1.187,3.686,522.2,4.751,2.961,0.636,2.325,0.000,0.000
9.109,1.188,3.690,523.0,4.765,2.960,0.635,2.325,0.000,0.000
9.119,1.190,3.694,523.9,4.778,2.958,0.634,2.325,0.000,0.000
9.129,1.191,3.698,524.8,4.791,2.957,0.632,2.324,0.000,0.000
9.139,1.192,3.702,525.7,4.804,2.955,0.631,2.324,0.000,0.000
9.149,1.194,3.706,526.6,4.818,2.954,0.630,2.323,0.000,0.000
9.159,1.195,3.710,527.5,4.831,2.952,0.629,2.323,0.000,0.000
9.169,1.196,3.714,528.3,4.844,2.951,0.628,2.323,0.000,0.000
9.179,1.198,3.718,529.2,4.858,2.949,0.627,2.322,0.000,0.000
9.189,1.199,3.722,530.1,4.871,2.948,0.626,2.322,0.000,0.000
9.199,1.200,3.726,531.0,4.885,2.946,0.625,2.322,0.000,0.000
9.209,1.201,3.730,531.9,4.898,2.945,0.624,2.321,0.000,0.000
9.219,1.203,3.734,532.8,4.912,2.943,0.622,2.321,0.000,0.000
9.229,1.204,3.739,533.7,4.925,2.942,0.621,2.320,0.000,0.000
9.239,1.205,3.743,534.6,4.939,2.940,0.620,2.320,0.000,0.000
9.249,1.207,3.747,535.5,4.953,2.939,0.619,2.320,0.000,0.000
9.259,1.208,3.751,536.4,4.966,2.937,0.618,2.319,0.000,0.000
9.269,1.209,3.755,537.3,4.980,2.936,0.617,2.319,0.000,0.000
9.279,1.211,3.759,538.2,4.994,2.935,0.616,2.318,0.000,0.000
9.289,1.212,3.763,539.1,5.008,2.933,0.615,2.318,0.000,0.000
9.299,1.213,3.767,540.0,5.021,2.932,0.614,2.318,0.000,0.000
9.309,1.215,3.771,540.9,5.035,2.930,0.613,2.317,0.000,0.000
9.319,1.216,3.775,541.8,5.049,2.929,0.612,2.317,0.000,0.000
9.329,1.217,3.779,542.7,5.063,2.927,0.611,2.317,0.000,0.000
9.339,1.218,3.783,543.6,5.077,2.926,0.610,2.316,0.000,0.000
9.349,1.220,3.787,544.5,5.091,2.925,0.609,2.316,0.000,0.000
9.359,1.221,3.791,545.4,5.105,2.923,0.608,2.315,0.000,0.000
9.369,1.222,3.795,546.3,5.119,2.922,0.607,2.315,0.000,0.000
9.379,1.224,3.799,547.2,5.133,2.921,0.606,2.315,0.000,0.000
9.389,1.225,3.803,548.1,5.147,2.919,0.605,2.314,0.000,0.000
9.399,1.226,3.807,549.0,5.161,2.918,0.604,2.314,0.000,0.000
9.409,1.228,3.811,550.0,5.175,2.917,0.603,2.314,0.000,0.000
9.419,1.229,3.816,550.9,5.189,2.915,0.602,2.313,0.000,0.000
9.429,1.230,3.820,551.8,5.203,2.914,0.601,2.313,0.000,0.000
9.439,1.231,3.824,552.7,5.217,2.913,0.600,2.312,0.000,0.000
9.449,1.233,3.828,553.6,5.232,2.911,0.599,2.312,0.000,0.000
9.459,1.234,3.832,554.6,5.246,2.910,0.598,2.312,0.000,0.000
9.469,1.235,3.836,555.5,5.260,2.909,0.597,2.311,0.000,0.000
9.479,1.237,3.840,556.4,5.274,2.907,0.596,2.311,0.000,0.000
9.489,1.238,3.844,557.3,5.289,2.906,0.595,2.311,0.000,0.000
9.499,1.239,3.848,558.3,5.303,2.905,0.594,2.310,0.000,0.000
9.510,1.241,3.852,559.2,5.318,2.903,0.594,2.310,0.000,0.000
9.520,1.242,3.856,560.1,5.332,2.902,0.593,2.309,0.000,0.000
9.530,1.243,3.860,561.0,5.346,2.901,0.592,2.309,0.000,0.000
9.540,1.245,3.864,562.0,5.361,2.899,0.591,2.309,0.000,0.000
9.550,1.246,3.868,562.9,5.376,2.898,0.590,2.308,0.000,0.000
9.560,1.247,3.872,563.8,5.390,2.897,0.589,2.308,0.000,0.000
9.570,1.248,3.876,564.8,5.405,2.896,0.588,2.308,0.000,0.000
9.580,1.250,3.880,565.7,5.419,2.894,0.587,2.307,0.000,0.000
9.590,1.251,3.884,566.7,5.434,2.893,0.586,2.307,0.000,0.000
9.600,1.252,3.889,567.6,5.449,2.892,0.585,2.306,0.000,0.000
9.610,1.254,3.893,568.5,5.463,2.891,0.585,2.306,0.000,0.000
9.620,1.255,3.897,569.5,5.478,2.889,0.584,2.306,0.000,0.000
9.630,1.256,3.901,570.4,5.493,2.888,0.583,2.305,0.000,0.000
9.640,1.258,3.905,571.4,5.508,2.887,0.582,2.305,0.000,0.000
9.650,1.259,3.909,572.3,5.523,2.886,0.581,2.305,0.000,0.000
9.660,1.260,3.913,573.2,5.537,2.885,0.580,2.304,0.000,0.000
9.670,1.262,3.917,574.2,5.552,2.883,0.579,2.304,0.000,0.000
9.680,1.263,3.921,575.1,5.567,2.882,0.579,2.304,0.000,0.000
9.690,1.264,3.925,576.1,5.582,2.881,0.578,2.303,0.000,0.000
9.700,1.265,3.929,577.0,5.597,2.880,0.577,2.303,0.000,0.000
9.710,1.267,3.933,578.0,5.612,2.879,0.576,2.302,0.000,0.000
9.720,1.268,3.937,579.0,5.627,2.877,0.575,2.302,0.000,0.000
9.730,1.269,3.941,579.9,5.642,2.876,0.574,2.302,0.000,0.000
9.740,1.271,3.945,580.9,5.657,2.875,0.574,2.301,0.000,0.000
9.750,1.272,3.949,581.8,5.673,2.874,0.573,2.301,0.000,0.000
9.760,1.273,3.953,582.8,5.688,2.873,0.572,2.301,0.000,0.000
9.770,1.275,3.957,583.7,5.703,2.871,0.571,2.300,0.000,0.000
9.780,1.276,3.962,584.7,5.718,2.870,0.570,2.300,0.000,0.000
9.790,1.277,3.966,585.7,5.734,2.869,0.570,2.300,0.000,0.000
9.800,1.279,3.970,586.6,5.749,2.868,0.569,2.299,0.000,0.000
9.810,1.280,3.974,587.6,5.764,2.867,0.568,2.299,0.000,0.000
9.820,1.281,3.978,588.6,5.780,2.866,0.567,2.299,0.000,0.000
9.830,1.282,3.982,589.5,5.795,2.865,0.566,2.298,0.000,0.000
9.840,1.284,3.986,590.5,5.810,2.863,0.566,2.298,0.000,0.000
9.850,1.285,3.990,591.5,5.826,2.862,0.565,2.297,0.000,0.000
9.860,1.286,3.994,592.4,5.841,2.861,0.564,2.297,0.000,0.000
9.870,1.288,3.998,593.4,5.857,2.860,0.563,2.297,0.000,0.000
9.880,1.289,4.002,594.4,5.872,2.859,0.563,2.296,0.000,0.000
9.890,1.290,4.006,595.4,5.888,2.858,0.562,2.296,0.000,0.000
9.900,1.292,4.010,596.3,5.904,2.857,0.561,2.296,0.000,0.000
9.910,1.293,4.014,597.3,5.919,2.856,0.560,2.295,0.000,0.000
9.920,1.294,4.018,598.3,5.935,2.855,0.560,2.295,0.000,0.000
9.930,1.295,4.022,599.3,5.951,2.854,0.559,2.295,0.000,0.000
9.940,1.297,4.026,600.2,5.966,2.852,0.558,2.294,0.000,0.000
9.950,1.298,4.030,601.2,5.982,2.851,0.557,2.294,0.000,0.000
9.960,1.299,4.035,602.2,5.998,2.850,0.557,2.294,0.000,0.000
9.970,1.301,4.039,603.2,6.014,2.849,0.556,2.293,0.000,0.000
9.980,1.302,4.043,604.2,6.030,2.848,0.555,2.293,0.000,0.000
9.990,1.303,4.047,605.2,6.046,2.847,0.555,2.293,0.000,0.000
10.00,1.305,4.051,606.2,6.062,2.846,0.554,2.292,0.000,0.000
